"id","amikacin","capreomycin","ciprofloxacin","ethambutol","ethionamide","isoniazid","kanamycin","moxifloxacin","ofloxacin","pyrazinamide","rifampicin","streptomycin"
"ERR221615",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR108160",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108161",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108162",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108163",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108168",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR760905",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR553177","0","0",NA,"0","0","0","0","0","0","0","0","0"
"ERR181748",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181747",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181746",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181745",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181743",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181741",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181740",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR760832",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760785",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"1",NA
"ERR760787",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR1035053",NA,NA,NA,"0","0","0",NA,NA,NA,NA,"1","0"
"ERR245711",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245710",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245713",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245712",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245715",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245714",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245717",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245719",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245718",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","1"
"ERR552890","0","0",NA,"0","0","0","0","0","0","0","0","0"
"ERR108182",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108183",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108180",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108181",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108186",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR212047",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR108184",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR108185",NA,NA,NA,"0",NA,"0",NA,"0",NA,"0","0",NA
"ERR245829",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","0"
"ERR212046",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245827",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245826",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221572",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR757185",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760610",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR190365",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","1"
"ERR1036296","1","1",NA,"0","1","1","1",NA,"1","1","1","1"
"ERR1034754",NA,"0","0","0",NA,"1",NA,NA,NA,"1","1","1"
"ERR212049",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR552967","0","0",NA,"0","0","0","0","0","0","0","0","0"
"ERR1035354","1","1",NA,"1",NA,"1","1",NA,"1",NA,"1","1"
"ERR1035355","1","1",NA,"1",NA,"1","1",NA,"1",NA,"1","0"
"ERR1035356","0","0",NA,"0",NA,"1","0",NA,"1",NA,"1","0"
"ERR1035357","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","1"
"ERR1035350","0","0",NA,"1",NA,"1","1",NA,"0",NA,"1","1"
"ERR1035351","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","0"
"ERR1035352","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","0"
"ERR1035353","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","0"
"ERR221578",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035358","0","0",NA,"0",NA,"1","0",NA,"1",NA,"1","0"
"ERR1035359","1","1",NA,"1",NA,"1","1",NA,"1",NA,"1","1"
"ERR221614",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181905",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181904",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR181907",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","1"
"ERR181906",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181901",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181900",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181903",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR181902",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR221612",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR181909",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","0"
"ERR181908",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035138",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"0","0"
"ERR1035139",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"1","1"
"ERR760809",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR161019",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR161018",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR161015",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035131",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035132",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA
"ERR161016",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035134",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035135",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR161013",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR161012",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1034991",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"1",NA
"ERR1034990",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR1034993",NA,NA,NA,"0","0","1","0",NA,"0","0","1","0"
"ERR1034992",NA,NA,NA,"0","0","1",NA,NA,NA,NA,"0","0"
"ERR1034995",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR1034994",NA,NA,NA,"0","0","1",NA,NA,NA,NA,"0","0"
"ERR1034997",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR1034996",NA,NA,NA,"0","0","1","0",NA,"1","1","1","0"
"ERR1034999",NA,NA,NA,"0","1","1","1",NA,"1","1","1","0"
"ERR1034998",NA,NA,NA,"0","0","1",NA,NA,NA,NA,"0","0"
"ERR019569",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR019562",NA,"0",NA,"1",NA,"1","1","1",NA,"1","1","0"
"ERR019565",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR019564",NA,"0",NA,"1",NA,"1","1","0",NA,"0","1","1"
"ERR019567",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"0","1"
"ERR1035130",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR182003",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR182002",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR552633","0","0",NA,"0","0","0","0","0","0","0","0","0"
"ERR161120",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR161123",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR161122",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035008",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"1",NA
"ERR1035009",NA,NA,NA,"0","1","1",NA,NA,NA,NA,"1",NA
"ERR161127",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR161129",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR161128",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035006","0",NA,NA,"0","0","1",NA,NA,"0",NA,"1",NA
"ERR1035007","1",NA,NA,"0","0","1",NA,NA,"0",NA,"1",NA
"ERR1035000",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR1035001",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR1035002",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR212111",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR037550",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR037551",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR037552",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR037553",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR037554",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR037555",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"SRR671773",NA,"0",NA,"0","0","0","0",NA,"0",NA,"0","0"
"ERR176635",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176634",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176637",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176636",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR176631",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176630",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176633",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176632",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR760906",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760907",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760904",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"SRR671807",NA,"1",NA,"1","0","1","1",NA,"1",NA,"1","1"
"ERR760902",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760903",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760901",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"SRR671800",NA,"0",NA,"0","0","0","0",NA,"0",NA,"0","0"
"ERR1035238",NA,NA,NA,"1",NA,"1",NA,NA,NA,"1","1","1"
"SRR671801",NA,"0",NA,"0","0","1","0",NA,"1",NA,"1","1"
"SRR671802",NA,"0",NA,"0","0","0","0",NA,"0",NA,"0","0"
"ERR1034979","0",NA,NA,"0","0","1",NA,NA,"0",NA,"0",NA
"SRR671775",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR760857",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760781",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR1034819",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","1","1"
"ERR176743",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176742",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176745",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176744",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176747",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176746",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176749",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176748",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR760836",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760835",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR845329",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"SRR671729",NA,"0",NA,"0","0","0","0",NA,"0",NA,"0","0"
"SRR671728",NA,"0",NA,"1","0","1","0",NA,"0",NA,"1","0"
"SRR671725",NA,"1",NA,"1","0","1","1",NA,"1",NA,"1","1"
"SRR671724",NA,"0",NA,"1",NA,"1","0",NA,"1",NA,"1","0"
"SRR671727",NA,"0",NA,"0","0","1","0",NA,"0",NA,"1","1"
"SRR671726",NA,"1",NA,"1","0","1","1",NA,"1",NA,"1","0"
"SRR671721",NA,"0",NA,"1",NA,"1","0",NA,"0",NA,"1","1"
"SRR671720",NA,"0",NA,"1",NA,"1","0",NA,"0",NA,"1","1"
"SRR671723",NA,"0",NA,"0","0","0","0",NA,"0",NA,"0","0"
"SRR671722",NA,"0",NA,"0",NA,"1","0",NA,"0",NA,"1","1"
"ERR221595",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221594",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221597",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221596",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","0"
"ERR221591",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221590",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221593",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221592",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221599",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR221598",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176565",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176564",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA
"ERR176567",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR176566",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176561",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176563",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR176562",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1034802",NA,NA,NA,NA,NA,"1",NA,NA,NA,"1","0",NA
"ERR176569",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR1034748",NA,"0","0","1",NA,"1",NA,NA,NA,"1","0","0"
"ERR1036277","1","1",NA,NA,"1",NA,"1",NA,"0",NA,NA,NA
"SRR058399",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR212056",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR212057",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR212054",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","1"
"ERR212055",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR212053",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR036209",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR036208",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR036206",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR036205",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR036204",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR036203",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"0","0"
"ERR036202",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR036201",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR036200",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR1034822","0","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,NA
"ERR1036274","0","1",NA,"0","1","1","1",NA,"1","0","1","1"
"ERR1034825","0","0",NA,NA,"1",NA,"1",NA,"1",NA,NA,NA
"ERR1034824","0","0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA
"ERR1035050","0",NA,NA,"0","0","0",NA,NA,"0",NA,"1",NA
"ERR1034827","0","0",NA,NA,"1",NA,"0",NA,"0",NA,NA,NA
"ERR760786",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760751",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR1034826","0","0",NA,"1","1","1",NA,NA,"0","1","1","1"
"ERR1034919",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR1036275","0","0",NA,NA,"0","1","0",NA,"0","1","1",NA
"ERR1035099",NA,NA,NA,"1","0","1","0",NA,"1","1","1","1"
"ERR757161",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR181751",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","0"
"ERR181752",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181753",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181754",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181755",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181756",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181757",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181758",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181759",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1034918",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1",NA
"ERR182056",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035093",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR760788",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR1035092",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1","1"
"ERR182057",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245763",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA
"ERR1034970","0",NA,NA,"0","0","1",NA,NA,"0",NA,"0",NA
"ERR1034749",NA,"0","0","0",NA,"1",NA,NA,NA,NA,"0","0"
"ERR1035200",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","0"
"ERR245769",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245702",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245703",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245700",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245701",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245707",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245704",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245705",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245708",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245709",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR038739",NA,NA,NA,"1",NA,"1",NA,NA,"0","1","1","1"
"ERR182055",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1034813","0","1",NA,NA,"1",NA,"1",NA,"1",NA,NA,NA
"ERR245838",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","0"
"ERR245839",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245834",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245835",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245836",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","1"
"ERR245837",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245830",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245831",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR245832",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","0"
"ERR245833",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR762352",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR1034880","0","0",NA,"0","0","1","0",NA,"0","1","1","1"
"ERR757166",NA,NA,NA,"1",NA,"1",NA,NA,NA,NA,"1",NA
"ERR1035349","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","0"
"ERR1035348",NA,NA,NA,"0",NA,"1",NA,NA,NA,NA,"1","0"
"ERR757167",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR1035343","0","0",NA,"1",NA,"1","0",NA,"0",NA,"1","0"
"ERR1035342","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","1"
"ERR1035341","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","1"
"ERR1035340","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","1"
"ERR1035347","0","0",NA,"1",NA,"1","0",NA,"0",NA,"1","0"
"ERR1035346","0","1",NA,"0",NA,"1","0",NA,"0",NA,"1","0"
"ERR1035345","0","0",NA,"0",NA,"1","0",NA,"0",NA,"1","0"
"ERR1035344","0","0",NA,"1",NA,"1","0",NA,"0",NA,"1","1"
"ERR757162",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR553288","0","0",NA,"0","0","0","0","0","0","0","0","0"
"ERR221524",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1034838","0","0",NA,"0","1","1",NA,NA,"0","0","1","1"
"ERR1034839",NA,NA,NA,"0",NA,"1","1",NA,NA,"1","1","1"
"ERR757160",NA,NA,NA,"1",NA,"1","1",NA,"1","1","1",NA
"ERR760887",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR1034832","0","0",NA,"1","0","1",NA,NA,"0","1","1","1"
"ERR1034833","0","0",NA,NA,"0",NA,NA,NA,"0",NA,NA,NA
"ERR1034830","0","0",NA,"1","1","1",NA,NA,"0","0","0","1"
"ERR181999",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1034836","0","0",NA,NA,"1",NA,"0",NA,"0",NA,NA,NA
"ERR1034837","0","0",NA,NA,"1",NA,"1",NA,"1",NA,NA,NA
"ERR1034834","0","0",NA,NA,"0",NA,"0",NA,"0",NA,NA,NA
"ERR1034835","1","1",NA,NA,"1",NA,"1",NA,"0",NA,NA,NA
"ERR181916",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181917",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181914",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181915",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181912",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181913",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181910",NA,NA,NA,NA,NA,"0",NA,NA,NA,"0","0",NA
"ERR181911",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR760596",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR181918",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR181919",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR760844",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR181995",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035129",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035128",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035127",NA,NA,NA,"1",NA,"1",NA,NA,NA,"0","1","1"
"ERR1035126",NA,NA,NA,"0",NA,"1",NA,NA,NA,"0","0","0"
"ERR1035125",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"SRR057660",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR1035123",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035122",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"0",NA
"ERR1035121",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR1035120",NA,NA,NA,NA,NA,"0",NA,NA,NA,NA,"0",NA
"ERR757175",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR757174",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR757177",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR757176",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR757171",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR757173",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR757172",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR760599",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR190356",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR757178",NA,NA,NA,"1",NA,"1","1",NA,NA,"1","1",NA
"ERR163998",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR019572",NA,"0",NA,"1",NA,"1","0","0",NA,"0","0","1"
"ERR019573",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR019570",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
"ERR163999",NA,NA,NA,"0",NA,"0",NA,NA,NA,NA,"0","0"
"ERR019574",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","1"
"ERR019575",NA,"0",NA,"1",NA,"1","1","0",NA,NA,"1","1"
"ERR163996",NA,NA,NA,"0",NA,"0",NA,NA,NA,"0","0","0"
